"Cell" "sample" "Size_Factor" "n.umi" "hash_umis" "pval" "qval" "top_to_second_best_ratio" "top_oligo"
"G07_A01_RT_461" "G07_A01_RT_461" "sciChem18" 4.04235854244384 16325 231 0 0 6.31309262284309 "BMS_0.1_AH03"
"G07_A01_RT_463" "G07_A01_RT_463" "sciChem18" 0.528911353547323 2136 6 0.925132970670087 1 1.01044689495067 "Nutlin_1_AB01"
"G07_A01_RT_464" "G07_A01_RT_464" "sciChem18" 0.264455676773662 1068 2 0.682297479738892 1 1.00455321570859 "Dex_50_BC10"
"G07_A01_RT_465" "G07_A01_RT_465" "sciChem18" 0.250341469305404 1011 7 8.61138059351e-06 0.00019806175365073 1.01608271108558 "BMS_50_AG10"
"G07_A01_RT_467" "G07_A01_RT_467" "sciChem18" 0.43110237196905 1741 9 6.69918928316004e-32 3.08162707025362e-30 1.98985343855693 "BMS_1_BH09"
"G07_A01_RT_468" "G07_A01_RT_468" "sciChem18" 0.254798587453275 1029 5 2.34640396029871e-44 1.17320198014936e-42 1 NA
"G07_A01_RT_469" "G07_A01_RT_469" "sciChem18" 3.01400233866012 12172 236 0 0 1.12570649549831 "Dex_50_AC02"
"G07_A01_RT_471" "G07_A01_RT_471" "sciChem18" 3.61992278909565 14619 140 0 0 1.70218037034696 "Dex_10_AD07"
"G07_A01_RT_473" "G07_A01_RT_473" "sciChem18" 0.528911353547323 2136 129 0 0 130.047158403869 "BMS_1_AH09"
"G07_A01_RT_476" "G07_A01_RT_476" "sciChem18" 2.48533860278768 10037 267 0 0 248.502523836231 "Nutlin_50_BB06"
"G07_A01_RT_477" "G07_A01_RT_477" "sciChem18" 3.59540863928237 14520 215 0 0 16.1919991267805 "Dex_0_BD12"
"G07_A01_RT_479" "G07_A01_RT_479" "sciChem18" 2.90529817938705 11733 333 0 0 506.921217547001 "Nutlin_10_AB07"
"G07_A01_RT_480" "G07_A01_RT_480" "sciChem18" 2.20800680692017 8917 25 2.64558431662806e-315 1.48152721731171e-313 6.65041260315079 "Dex_1_BD01"
"G07_A01_RT_481" "G07_A01_RT_481" "sciChem18" 3.87620708259822 15654 290 0 0 1.54383032937385 "Dex_0.1_AC07"
"G07_A01_RT_484" "G07_A01_RT_484" "sciChem18" 4.48980368095509 18132 77 0 0 71.0030693677103 "SAHA_0.5_BF02"
"G07_A01_RT_485" "G07_A01_RT_485" "sciChem18" 0.365978923475161 1478 6 0.999872590191208 1 1.02104032729398 "Dex_10_AD07"
"G07_A01_RT_486" "G07_A01_RT_486" "sciChem18" 2.77727984147321 11216 81 0 0 28.7415374881367 "SAHA_0.5_BF10"
"G07_A01_RT_489" "G07_A01_RT_489" "sciChem18" 0.277579413542392 1121 11 0.00014015271452762 0.00294320700508002 1.96298373527762 "BMS_5_BH08"
"G07_A01_RT_494" "G07_A01_RT_494" "sciChem18" 1.65631462728373 6689 47 0 0 56.9253731343284 "Dex_10_BC11"
"G07_A01_RT_495" "G07_A01_RT_495" "sciChem18" 1.5701436764249 6341 149 0 0 134.080762759394 "Dex_5_AD08"
"G07_A01_RT_497" "G07_A01_RT_497" "sciChem18" 0.469730729250596 1897 11 2.2739986141075e-30 1.02329937634838e-28 1.00942857142857 "Nutlin_1_BB01"
"G07_A01_RT_499" "G07_A01_RT_499" "sciChem18" 0.261979500024845 1058 6 1.07039004895366e-06 2.89005313217487e-05 1.01026811180833 "SAHA_5_BF08"
"G07_A01_RT_501" "G07_A01_RT_501" "sciChem18" 1.32723073736594 5360 27 0 0 8.92314930991217 "Dex_10_BC03"
"G07_A01_RT_502" "G07_A01_RT_502" "sciChem18" 0.420702429624018 1699 9 1.03882332436271e-09 3.42811697039696e-08 1.01030337721809 "BMS_0_BH04"
"G07_A01_RT_503" "G07_A01_RT_503" "sciChem18" 3.17594429803276 12826 76 0 0 37.4750173490632 "Nutlin_1_AA05"
"G07_A01_RT_504" "G07_A01_RT_504" "sciChem18" 2.85478417371118 11529 134 0 0 163.804489500362 "Nutlin_10_AA11"
"G07_A01_RT_506" "G07_A01_RT_506" "sciChem18" 1.49808693303432 6050 579 0 0 173.419872551334 "Nutlin_5_BA04"
"G07_A01_RT_508" "G07_A01_RT_508" "sciChem18" 2.19463545247656 8863 67 0 0 51.8872686483455 "BMS_1_BG05"
"G07_A01_RT_509" "G07_A01_RT_509" "sciChem18" 1.13507942165774 4584 25 3.78736674740994e-15 1.51494669896398e-13 1.6253418413856 "Dex_0.5_BD02"
"G07_A01_RT_510" "G07_A01_RT_510" "sciChem18" 0.251579557679813 1016 4 6.36015161120519e-13 2.41685761225797e-11 2.0045377197958 "Dex_0_AD12"
"G07_A01_RT_512" "G07_A01_RT_512" "sciChem18" 1.33688782668633 5399 93 0 0 88.7396156230626 "Dex_5_BC12"
"G07_A01_RT_513" "G07_A01_RT_513" "sciChem18" 0.267674706547124 1081 6 2.53749501779818e-08 7.35873555161472e-07 1.01026811180833 "SAHA_0.5_AF02"
"G07_A01_RT_516" "G07_A01_RT_516" "sciChem18" 0.251331940004931 1015 3 0.62239860074368 1 1.00170551449687 "Nutlin_1_AB01"
"G07_A01_RT_517" "G07_A01_RT_517" "sciChem18" 0.370931276972795 1498 8 2.22443304900085e-137 1.22343817695047e-135 2.02274019329164 "Nutlin_0.5_BB02"
"G07_A01_RT_519" "G07_A01_RT_519" "sciChem18" 1.61421962255384 6519 143 0 0 139.376219512195 "Dex_1_AD01"
"G07_A01_RT_520" "G07_A01_RT_520" "sciChem18" 2.47221486601895 9984 414 0 0 4.53887086722383 "BMS_5_BH08"
"G07_A01_RT_526" "G07_A01_RT_526" "sciChem18" 2.37589159048997 9595 197 0 0 9.74482198934406 "SAHA_1_AF09"
"G07_A01_RT_527" "G07_A01_RT_527" "sciChem18" 2.55021443360669 10299 65 0 0 1.93621405601174 "BMS_10_AH07"
"G07_A01_RT_529" "G07_A01_RT_529" "sciChem18" 6.25630817356117 25266 364 0 0 1.47415699210474 "Nutlin_0.5_AA06"
"G07_A01_RT_533" "G07_A01_RT_533" "sciChem18" 0.995175435349575 4019 134 0 0 102.345911949686 "BMS_10_AG11"
"G07_A01_RT_543" "G07_A01_RT_543" "sciChem18" 1.61768627000218 6533 131 0 0 114.559169938306 "Dex_0_AD04"
"G07_A01_RT_544" "G07_A01_RT_544" "sciChem18" 2.53560499078867 10240 102 0 0 64.3198121263877 "Dex_0.1_AD11"
"G07_A01_RT_546" "G07_A01_RT_546" "sciChem18" 5.57635003833601 22520 217 0 0 1.1438188722327 "BMS_0.1_AG07"
"G07_A01_RT_548" "G07_A01_RT_548" "sciChem18" 2.10004550067175 8481 209 0 0 146.394031141869 "Dex_100_AD05"
"G07_A01_RT_557" "G07_A01_RT_557" "sciChem18" 1.95840819063941 7909 111 0 0 35.7478143913921 "Dex_0.1_AC07"
"G07_A01_RT_562" "G07_A01_RT_562" "sciChem18" 1.7244094878762 6964 74 0 0 61.7924845765564 "Dex_0.5_AC06"
"G07_A01_RT_565" "G07_A01_RT_565" "sciChem18" 1.29058332148345 5212 103 0 0 65.061119873817 "Dex_100_BD05"
"G07_A01_RT_566" "G07_A01_RT_566" "sciChem18" 0.290455532636241 1173 9 0.000227495149536298 0.00432240784118966 1 NA
"G07_A01_RT_570" "G07_A01_RT_570" "sciChem18" 0.278322266567037 1124 9 1.69021620684507e-08 5.0706486205352e-07 1.96412300683371 "Nutlin_10_AB07"
"G07_A01_RT_571" "G07_A01_RT_571" "sciChem18" 0.295160268458993 1192 2 9.68932006407421e-18 3.97262122627043e-16 1.00794100964265 "SAHA_0.5_BF02"
"G07_A01_RT_572" "G07_A01_RT_572" "sciChem18" 0.435807107791802 1760 9 5.03075407317328e-40 2.41476195512317e-38 1.00509915014164 "Dex_1_BC05"
"G07_A01_RT_575" "G07_A01_RT_575" "sciChem18" 0.388759749564278 1570 12 0.375377389217838 1 1.79393245563824 "SAHA_5_AE12"
"G07_A01_RT_577" "G07_A01_RT_577" "sciChem18" 0.591311007617513 2388 99 0 0 85.3503562945368 "SAHA_0_BF12"
"G07_A01_RT_579" "G07_A01_RT_579" "sciChem18" 1.1328508625838 4575 223 0 0 5.2887133841608 "Dex_0_BC08"
"G07_A01_RT_583" "G07_A01_RT_583" "sciChem18" 0.325617242469443 1315 5 6.66934022261613e-05 0.00146725484897555 1.01422070534699 "Nutlin_100_AB05"
"G07_A01_RT_585" "G07_A01_RT_585" "sciChem18" 1.25665970002466 5075 95 0 0 81.2984913793103 "SAHA_0.5_AF10"
"G07_A01_RT_587" "G07_A01_RT_587" "sciChem18" 4.31671892621277 17433 396 0 0 2.20211284629889 "BMS_0.1_BH11"
"G07_A01_RT_588" "G07_A01_RT_588" "sciChem18" 1.10338435927288 4456 82 0 0 41.0960469425571 "SAHA_0.1_AE07"
"G07_A01_RT_592" "G07_A01_RT_592" "sciChem18" 1.21159328319619 4893 47 0 0 16.5652957069949 "BMS_0_BH04"
"G07_A01_RT_593" "G07_A01_RT_593" "sciChem18" 1.53844861404004 6213 50 3.59943885070667e-123 1.9436969793816e-121 16.3726270667483 "SAHA_5_AE12"
"G07_A01_RT_594" "G07_A01_RT_594" "sciChem18" 3.99902544933955 16150 349 0 0 6.43667721723403 "SAHA_100_AE01"
"G07_A01_RT_598" "G07_A01_RT_598" "sciChem18" 5.25890417913766 21238 95 0 0 1.71648274559534 "Dex_5_BC04"
"G07_A01_RT_601" "G07_A01_RT_601" "sciChem18" 0.801043178242318 3235 92 0 0 2.06879694114434 "Nutlin_1_AA05"
"G07_A01_RT_604" "G07_A01_RT_604" "sciChem18" 0.356074216479893 1438 9 4.8139112805271e-09 1.54045160976867e-07 1.95920679886686 "Nutlin_5_BA04"
"G07_A01_RT_605" "G07_A01_RT_605" "sciChem18" 2.1508071240225 8686 37 0 0 15.2041785375119 "Dex_0.1_BD03"
"G07_A01_RT_606" "G07_A01_RT_606" "sciChem18" 0.252074793029576 1018 5 0.000251193421048301 0.00452148157886942 1.00570450656018 "Nutlin_5_AB08"
"G07_A01_RT_613" "G07_A01_RT_613" "sciChem18" 1.75313313816248 7080 77 0 0 66.5681435782389 "Nutlin_1_AA05"
"G07_A01_RT_614" "G07_A01_RT_614" "sciChem18" 1.49338219721157 6031 43 0 0 34.3397823458283 "Nutlin_0.1_BB03"
"G07_A01_RT_617" "G07_A01_RT_617" "sciChem18" 0.612853745332221 2475 14 0.595081569713377 1 1.52743305029393 "SAHA_50_BE02"
"G07_A01_RT_618" "G07_A01_RT_618" "sciChem18" 3.18461091665362 12861 206 0 0 112.867028493894 "Dex_1_AD09"
"G07_A01_RT_619" "G07_A01_RT_619" "sciChem18" 3.04198313592175 12285 148 0 0 158.280430396772 "Dex_100_AC09"
"G07_A01_RT_623" "G07_A01_RT_623" "sciChem18" 0.27733179586751 1120 10 0.000797742086062858 0.0127638733770057 2.76176971072036 "SAHA_50_BE02"
"G07_A01_RT_624" "G07_A01_RT_624" "sciChem18" 2.75152760328551 11112 134 0 0 3.66294498718937 "SAHA_0_BF04"
"G07_A01_RT_625" "G07_A01_RT_625" "sciChem18" 0.268417559571769 1084 4 3.6058697674002e-07 1.00964353487205e-05 1.00682205798749 "Nutlin_0_BB12"
"G07_A01_RT_629" "G07_A01_RT_629" "sciChem18" 3.69346523853552 14916 110 0 0 3.10016454134101 "Dex_10_AD07"
"G07_A01_RT_630" "G07_A01_RT_630" "sciChem18" 0.532130383320785 2149 9 2.18084801937208e-38 1.02499856910488e-36 1.00507328072153 "Nutlin_10_BB07"
"G07_A01_RT_635" "G07_A01_RT_635" "sciChem18" 0.431597607318813 1743 7 0.80830292332282 1 1.90655737704918 "Dex_5_AC12"
"G07_A01_RT_637" "G07_A01_RT_637" "sciChem18" 0.326112477819206 1317 7 8.18507775038278e-06 0.000196441866009187 1.96859226023556 "BMS_0.5_BG06"
"G07_A01_RT_639" "G07_A01_RT_639" "sciChem18" 0.989975464177059 3998 207 0 0 21.6011404000748 "Nutlin_1_BA05"
"G07_A01_RT_643" "G07_A01_RT_643" "sciChem18" 1.76600925725632 7132 216 0 0 164.195715676728 "SAHA_0.5_AF10"
"G07_A01_RT_648" "G07_A01_RT_648" "sciChem18" 3.31510543131628 13388 104 0 0 94.0792138177487 "SAHA_0.1_AF11"
"G07_A01_RT_663" "G07_A01_RT_663" "sciChem18" 1.11601286069185 4507 110 0 0 102.136287156478 "Dex_50_AC02"
"G07_A01_RT_664" "G07_A01_RT_664" "sciChem18" 1.48174416649213 5984 204 0 0 123.021454545455 "Dex_1_AC05"
"G07_A01_RT_667" "G07_A01_RT_667" "sciChem18" 0.295407886133875 1193 8 0.998407051271929 1 1.0283185840708 "BMS_1_AH09"
"G07_A01_RT_674" "G07_A01_RT_674" "sciChem18" 0.805995531739952 3255 1065 0 0 970.496915311273 "SAHA_5_AE12"
"G07_A01_RT_675" "G07_A01_RT_675" "sciChem18" 2.37836776723878 9605 84 0 0 77.9176470588235 "Dex_50_BC10"
"G07_A01_RT_676" "G07_A01_RT_676" "sciChem18" 0.315960153149056 1276 12 2.71748925222789e-06 7.0654720557925e-05 1.00686891814539 "BMS_0_BH04"
"G07_A01_RT_679" "G07_A01_RT_679" "sciChem18" 2.65520432775653 10723 118 0 0 120.17905623788 "Dex_5_AC12"
"G07_A01_RT_680" "G07_A01_RT_680" "sciChem18" 1.05014655917331 4241 91 0 0 79.5916993830622 "Dex_10_AC03"
"G07_A01_RT_683" "G07_A01_RT_683" "sciChem18" 2.60989029325318 10540 219 0 0 328.613676731794 "Dex_1_AD09"
"G07_A01_RT_685" "G07_A01_RT_685" "sciChem18" 0.255046205128157 1030 8 0.00642856847259787 0.0964285270889681 1.00917957544464 "BMS_5_BG12"
"G07_A01_RT_688" "G07_A01_RT_688" "sciChem18" 1.28488811496117 5189 155 0 0 214.834909716251 "BMS_0_AG08"
"G07_A01_RT_691" "G07_A01_RT_691" "sciChem18" 0.291446003335768 1177 5 3.35125718412089e-57 1.70914116390165e-55 2 "Nutlin_50_BA02"
"G07_A01_RT_692" "G07_A01_RT_692" "sciChem18" 3.71253179950141 14993 213 0 0 95.9248457655637 "SAHA_0_BE08"
"G07_A01_RT_693" "G07_A01_RT_693" "sciChem18" 4.54898430525181 18371 182 0 0 4.76832120582121 "Dex_0_BD04"
"G07_A01_RT_694" "G07_A01_RT_694" "sciChem18" 0.271141353995468 1095 9 1.0875486864201e-10 3.69766553382835e-09 1.01553509781358 "SAHA_5_BF08"
"G07_A01_RT_695" "G07_A01_RT_695" "sciChem18" 0.641577395618499 2591 151 0 0 154.843137254902 "Nutlin_10_AA11"
"G07_A01_RT_696" "G07_A01_RT_696" "sciChem18" 1.41018265845131 5695 57 0 0 23.0577319587629 "Dex_10_BC11"
"G07_A01_RT_697" "G07_A01_RT_697" "sciChem18" 1.65780033333302 6695 15 6.27204282914065e-11 2.19521499019923e-09 11 "Dex_10_BD07"
"G07_A01_RT_698" "G07_A01_RT_698" "sciChem18" 5.05858148015836 20429 144 0 0 6.6442370306056 "SAHA_10_BF07"
"G07_A01_RT_701" "G07_A01_RT_701" "sciChem18" 3.56767545969562 14408 177 0 0 157.106561974201 "SAHA_10_AE11"
"G07_A01_RT_702" "G07_A01_RT_702" "sciChem18" 0.275598472143338 1113 9 0.00731996034014981 0.101668842196079 2 "Dex_0.1_AD03"
"G07_A01_RT_704" "G07_A01_RT_704" "sciChem18" 0.278322266567037 1124 5 5.25710960711686e-30 2.31312822713142e-28 1 NA
"G07_A01_RT_707" "G07_A01_RT_707" "sciChem18" 3.67192250082081 14829 249 0 0 150.459382759844 "SAHA_100_AE01"
"G07_A01_RT_710" "G07_A01_RT_710" "sciChem18" 2.01659834423661 8144 121 0 0 56.9793988517393 "BMS_10_AG03"
"G07_A01_RT_711" "G07_A01_RT_711" "sciChem18" 1.33119262016405 5376 224 0 0 27.7302866199974 "Dex_0.1_BD11"
"G07_A01_RT_716" "G07_A01_RT_716" "sciChem18" 0.283274620064671 1144 4 2.08480111002031e-65 1.10494458831077e-63 1.00451722190853 "Nutlin_0.5_BB02"
"G07_A01_RT_718" "G07_A01_RT_718" "sciChem18" 4.77728780149275 19293 150 0 0 65.4590163934426 "SAHA_0_BF12"
"G07_A01_RT_720" "G07_A01_RT_720" "sciChem18" 4.85677307512977 19614 238 0 0 1.14086599452494 "Nutlin_10_AA11"
"G07_A01_RT_721" "G07_A01_RT_721" "sciChem18" 3.37379082026324 13625 251 0 0 3.69369521240728 "Dex_100_BC09"
"G07_A01_RT_722" "G07_A01_RT_722" "sciChem18" 2.6393567965641 10659 247 0 0 169.726726726727 "Dex_0.5_AD02"
"G07_A01_RT_725" "G07_A01_RT_725" "sciChem18" 2.63564253144088 10644 194 0 0 179.585530005609 "SAHA_0_AF04"
"G07_A01_RT_727" "G07_A01_RT_727" "sciChem18" 0.386283572815461 1560 2 0.999991922985252 1 1.04505038529935 "Dex_100_AD05"
"G07_A01_RT_729" "G07_A01_RT_729" "sciChem18" 0.382816925367117 1546 5 1.00920899861264e-08 3.12854789569919e-07 1.01430205949657 "BMS_0_BH04"
"G07_A01_RT_739" "G07_A01_RT_739" "sciChem18" 5.67564472596358 22921 610 0 0 1.5751200009796 "SAHA_50_BE02"
"G07_A01_RT_741" "G07_A01_RT_741" "sciChem18" 2.99097389489612 12079 109 0 0 3.22645087199209 "BMS_10_BG03"
"G07_A01_RT_742" "G07_A01_RT_742" "sciChem18" 1.68528589524489 6806 684 0 0 292.390072910824 "Dex_5_AC12"
"G07_A01_RT_746" "G07_A01_RT_746" "sciChem18" 2.00446507816741 8095 59 0 0 44.7352776219854 "Nutlin_0.1_AA07"
"G07_A01_RT_747" "G07_A01_RT_747" "sciChem18" 2.0844455871542 8418 99 0 0 92.7030878859858 "Dex_0_AD12"
"G07_A01_RT_750" "G07_A01_RT_750" "sciChem18" 0.329331507592669 1330 120 0 0 77.31456154465 "BMS_10_AG11"
"G07_A01_RT_752" "G07_A01_RT_752" "sciChem18" 0.30778876987796 1243 6 0.210017114171269 1 1.01037463976945 "SAHA_0.5_AE06"
"G07_A01_RT_754" "G07_A01_RT_754" "sciChem18" 2.33132040901126 9415 206 1.28749260152231e-20 5.53621818654595e-19 114.310379918589 "Nutlin_0_BA08"
"G07_A01_RT_755" "G07_A01_RT_755" "sciChem18" 1.02241337958656 4129 146 0 0 76.6611424541608 "SAHA_0_AF04"
"G07_A01_RT_757" "G07_A01_RT_757" "sciChem18" 0.459826022255327 1857 127 0 0 125.12922705314 "Nutlin_0_BB04"
"G07_A01_RT_758" "G07_A01_RT_758" "sciChem18" 0.331312448991722 1338 6 0.019115914574846 0.229390974898152 1 NA
"G07_A01_RT_761" "G07_A01_RT_761" "sciChem18" 1.93216071710195 7803 304 0 0 432.074042553191 "BMS_0.1_BH11"
"G07_A01_RT_762" "G07_A01_RT_762" "sciChem18" 5.6063117769967 22641 76 0 0 54.2274111675127 "SAHA_5_BE04"
"G07_A01_RT_766" "G07_A01_RT_766" "sciChem18" 5.82000583041961 23504 394 0 0 1.59472565587638 "Dex_100_AC01"
"G07_A01_RT_767" "G07_A01_RT_767" "sciChem18" 2.13198818073149 8610 50 0 0 42.2875816993464 "BMS_1_BG05"
"G07_B02_RT_386" "G07_B02_RT_386" "sciChem18" 0.507863851182378 2051 53 0 0 53.1605657237937 "BMS_5_AH08"
"G07_B02_RT_387" "G07_B02_RT_387" "sciChem18" 0.270893736320586 1094 8 0.839846222822067 1 1.03292181069959 "BMS_50_BH06"
"G07_B02_RT_388" "G07_B02_RT_388" "sciChem18" 1.00087064187185 4042 15 3.15729950783389e-209 1.16820081789854e-207 9.04838709677419 "BMS_0_AH12"
"G07_B02_RT_393" "G07_B02_RT_393" "sciChem18" 2.39594862215538 9676 183 0 0 96.4853635505194 "SAHA_50_BF06"
"G07_B02_RT_396" "G07_B02_RT_396" "sciChem18" 2.04012202335037 8239 238 0 0 5.00868904822534 "Dex_50_AD06"
"G07_B02_RT_397" "G07_B02_RT_397" "sciChem18" 1.24378358093081 5023 20 1.06110651522221e-10 2.0161023789222e-09 10.1619433198381 "Dex_0.1_BD11"
"G07_B02_RT_400" "G07_B02_RT_400" "sciChem18" 2.73246104231962 11035 89 0 0 1.98317708526327 "Dex_0_AD12"
"G07_B02_RT_401" "G07_B02_RT_401" "sciChem18" 2.74112766094048 11070 18 0 0 3.19931856899489 "BMS_0.5_BG06"
"G07_B02_RT_402" "G07_B02_RT_402" "sciChem18" 0.574968241075321 2322 11 1.66826994513706e-09 3.00288590124671e-08 1.97370517928287 "SAHA_0.1_AF11"
"G07_B02_RT_404" "G07_B02_RT_404" "sciChem18" 0.626472717450715 2530 14 0 0 12.2281988590057 "Dex_100_BD05"
"G07_B02_RT_405" "G07_B02_RT_405" "sciChem18" 1.10487006532217 4462 23 2.6382609476606e-307 1.00253916011103e-305 4.21332209106239 "Dex_0.1_BD03"
"G07_B02_RT_420" "G07_B02_RT_420" "sciChem18" 0.800052707542791 3231 39 0 0 38.28632115548 "Nutlin_10_BA11"
"G07_B02_RT_424" "G07_B02_RT_424" "sciChem18" 2.44893880458007 9890 292 0 0 6.75049614756012 "SAHA_0.1_AF11"
"G07_B02_RT_427" "G07_B02_RT_427" "sciChem18" 0.530149441921732 2141 62 0 0 33.0101156069364 "Nutlin_1_AB01"
"G07_B02_RT_432" "G07_B02_RT_432" "sciChem18" 0.460073639930209 1858 2 0.851383154627901 1 1.0016168148747 "Nutlin_1_AB01"
"G07_B02_RT_433" "G07_B02_RT_433" "sciChem18" 4.46108003066881 18016 255 0 0 413.348993288591 "Nutlin_50_BB06"
"G07_B02_RT_436" "G07_B02_RT_436" "sciChem18" 0.829519210853714 3350 84 0 0 80.9496157130658 "Dex_1_AD09"
"G07_B02_RT_444" "G07_B02_RT_444" "sciChem18" 1.29924994010431 5247 89 0 0 1.320025363425 "Dex_5_AC12"
"G07_B02_RT_450" "G07_B02_RT_450" "sciChem18" 0.519006646552055 2096 35 0 0 33.9180327868852 "Nutlin_1_BB09"
"G07_B02_RT_452" "G07_B02_RT_452" "sciChem18" 0.433330931042985 1750 105 0 0 2.53204476093591 "Dex_100_AC01"
"G07_B02_RT_455" "G07_B02_RT_455" "sciChem18" 0.969918432511641 3917 162 0 0 3.34308825304841 "BMS_1_AH01"
"G07_B02_RT_456" "G07_B02_RT_456" "sciChem18" 1.42974445476697 5774 65 2.39896644918554e-77 8.63627921706794e-76 56.3386454183267 "Dex_0.5_BC06"
"G07_B02_RT_457" "G07_B02_RT_457" "sciChem18" 1.97351286880719 7970 116 0 0 96.1681274900398 "Nutlin_5_AA12"
"G07_B02_RT_462" "G07_B02_RT_462" "sciChem18" 1.72614281160037 6971 237 0 0 21.4733208803703 "SAHA_50_BE10"
"G07_B02_RT_467" "G07_B02_RT_467" "sciChem18" 2.19859733527466 8879 232 0 0 275.119257086999 "SAHA_50_AE02"
"G07_B02_RT_468" "G07_B02_RT_468" "sciChem18" 2.81764152247893 11379 143 0 0 1.33267375711106 "BMS_1_AH01"
"G07_B02_RT_473" "G07_B02_RT_473" "sciChem18" 0.289960297286477 1171 50 0 0 46.6812749003984 "SAHA_0.1_AE07"
"G07_B02_RT_477" "G07_B02_RT_477" "sciChem18" 1.56246752850356 6310 814 0 0 574.942216981132 "SAHA_50_AE10"
"G07_B02_RT_478" "G07_B02_RT_478" "sciChem18" 0.996165906049102 4023 86 0 0 84.5175363558597 "Dex_0.5_AD10"
"G07_B02_RT_479" "G07_B02_RT_479" "sciChem18" 1.11824141976578 4516 145 0 0 101.056856187291 "Dex_50_BD06"
"G07_B02_RT_483" "G07_B02_RT_483" "sciChem18" 1.72812375299942 6979 34 0 0 15.8974591651543 "Nutlin_0_BB04"
"G07_B02_RT_484" "G07_B02_RT_484" "sciChem18" 0.275103236793575 1111 3 2.81488269692235e-60 9.28911289984377e-59 1.00481540930979 "Nutlin_50_AA02"
"G07_B02_RT_485" "G07_B02_RT_485" "sciChem18" 0.366226541150043 1479 4 5.89325752137787e-08 1.00185377863424e-06 1.00322841000807 "Dex_50_BC10"
"G07_B02_RT_489" "G07_B02_RT_489" "sciChem18" 1.60901965138132 6498 153 0 0 165.437386569873 "Dex_50_BC02"
"G07_B02_RT_490" "G07_B02_RT_490" "sciChem18" 1.84178026577013 7438 108 0 0 1.73326878571766 "Dex_100_AC09"
"G07_B02_RT_492" "G07_B02_RT_492" "sciChem18" 3.23042018650673 13046 28 0.0023227397871324 0.0255501376584564 27.4496937882765 "SAHA_1_BF01"
"G07_B02_RT_497" "G07_B02_RT_497" "sciChem18" 0.558130239183365 2254 5 1.69364214858988e-11 3.55664851203875e-10 1.03305785123967 "BMS_0.5_BG06"
"G07_B02_RT_501" "G07_B02_RT_501" "sciChem18" 1.36585909464749 5516 49 0 0 19.338480292564 "BMS_0.1_BG07"
"G07_B02_RT_502" "G07_B02_RT_502" "sciChem18" 0.411292957978513 1661 2 4.84349727789032e-72 1.69522404726161e-70 1.00804505229284 "SAHA_5_BE04"
"G07_B02_RT_503" "G07_B02_RT_503" "sciChem18" 0.455121286432575 1838 7 3.79493786274465e-12 8.34886329803823e-11 1.01134521880065 "BMS_0.5_AH10"
"G07_B02_RT_504" "G07_B02_RT_504" "sciChem18" 1.41142074682572 5700 26 0 0 20.6490008688097 "SAHA_0.5_BF02"
"G07_B02_RT_509" "G07_B02_RT_509" "sciChem18" 1.20490760597438 4866 14 0 0 8.98884462151394 "Nutlin_1_AB09"
"G07_B02_RT_510" "G07_B02_RT_510" "sciChem18" 0.248360527906351 1003 3 0.985309580182765 1 1.00244299674267 "SAHA_0.1_AE07"
"G07_B02_RT_515" "G07_B02_RT_515" "sciChem18" 0.632415541647876 2554 103 0 0 129.683932346723 "BMS_1_AG05"
"G07_B02_RT_516" "G07_B02_RT_516" "sciChem18" 0.311007799651422 1256 4 3.22390396262567e-38 9.34932149161443e-37 1 NA
"G07_B02_RT_517" "G07_B02_RT_517" "sciChem18" 1.19723145805305 4835 23 0 0 18.2987012987013 "Dex_0.1_BD03"
"G07_B02_RT_518" "G07_B02_RT_518" "sciChem18" 0.928318663131515 3749 126 0 0 1.64551729297993 "Dex_10_AC11"
"G07_B02_RT_522" "G07_B02_RT_522" "sciChem18" 0.95085187154575 3840 82 0 0 77.60796812749 "Dex_0_BD12"
"G07_B02_RT_529" "G07_B02_RT_529" "sciChem18" 1.31658317734603 5317 97 0 0 106.999057492931 "Dex_50_AD06"
"G07_B02_RT_530" "G07_B02_RT_530" "sciChem18" 2.34246320438094 9460 111 0 0 102.469322709163 "Dex_0_BD12"
"G07_B02_RT_532" "G07_B02_RT_532" "sciChem18" 1.16925066079141 4722 71 0 0 36.4869721473495 "Dex_0_AD12"
"G07_B02_RT_533" "G07_B02_RT_533" "sciChem18" 0.315217300124411 1273 3 0.319823476430018 1 1.00243111831442 "Dex_100_AC09"
"G07_B02_RT_538" "G07_B02_RT_538" "sciChem18" 4.21024332601364 17003 11 1.80879963647668e-49 5.42639890943004e-48 2.93810289389068 "BMS_0.5_AG06"
"G07_B02_RT_539" "G07_B02_RT_539" "sciChem18" 0.807233620114361 3260 47 0 0 43.5951986754967 "BMS_10_AH07"
"G07_B02_RT_541" "G07_B02_RT_541" "sciChem18" 1.74000940139375 7027 36 0 0 33.8875326939843 "BMS_0.5_AH10"
"G07_B02_RT_542" "G07_B02_RT_542" "sciChem18" 1.88288479980049 7604 157 0 0 1.16666666666667 "BMS_0.1_AH11"
"G07_B02_RT_546" "G07_B02_RT_546" "sciChem18" 1.42404924824469 5751 75 0 0 71.0677966101695 "SAHA_0_AF12"
"G07_B02_RT_547" "G07_B02_RT_547" "sciChem18" 2.0317030224044 8205 173 0 0 190.422365988909 "SAHA_50_BE02"
